Name_lang,ID,ChrCustomizationOptionID,ChrCustomizationReqID,OrderIndex,UiOrderIndex,Flags,AddedInPatch,SwatchColor[0],SwatchColor[1]
,1814,122,10,13,100,0,90001,0,0
Unpierced,1815,123,141,0,0,0,90001,0,0
Rubies,1816,123,141,1,1,0,90001,0,0
Hoops,1817,123,141,2,2,0,90001,0,0
Earrings,1818,123,141,3,3,0,90001,0,0
Dangles,1819,123,141,4,4,0,90001,0,0
Mixed Studs,1820,123,137,5,5,0,90001,0,0
Helix,1821,123,137,6,6,0,90001,0,0
Pearls,1822,123,141,7,7,0,90001,0,0
Drips,1823,123,141,8,8,0,90001,0,0
High Studs,1824,123,137,9,9,0,90001,0,0
Teardrops,1825,123,137,10,10,0,90001,0,0
None,1837,381,141,0,0,0,90001,0,0
Suffering,1838,381,143,1,1,0,90001,0,0
Betrayer,1839,381,143,2,2,0,90001,0,0
Pain,1840,381,143,3,3,0,90001,0,0
Sacrifice,1841,381,143,4,4,0,90001,0,0
Revenge,1842,381,143,5,5,0,90001,0,0
None,1843,125,229,0,0,0,90001,0,0
,1844,125,230,1,1,0,90001,-6357202,0
,1845,125,230,2,2,0,90001,-15694040,0
,1846,125,230,3,4,0,90001,-5825031,0
,1847,125,230,4,3,0,90001,-15599229,0
,1848,125,230,5,5,0,90001,-65502,0
None,1850,126,141,0,0,0,90001,0,0
Betrayer,1851,126,143,1,1,0,90001,0,0
Beast,1852,126,143,2,2,0,90001,0,0
Dreadlord,1853,126,143,3,3,0,90001,0,0
Curved,1854,126,143,4,4,0,90001,0,0
Ram,1855,126,143,5,5,0,90001,0,0
Oni,1856,126,143,6,6,0,90001,0,0
,1857,127,145,0,0,0,90001,0,0
Fel,1858,127,143,1,1,0,90001,0,0
Bat,1859,127,143,2,2,0,90001,0,0
Fangs,1860,127,143,3,3,0,90001,0,0
Veil,1861,127,143,4,4,0,90001,0,0
Gem,1862,127,143,5,5,0,90001,0,0
Linen,1863,127,143,6,6,0,90001,0,0
Red,1864,127,143,7,7,0,90001,-10282973,0
Black,1865,127,143,8,8,0,90001,-15133164,0
Tan,1866,127,143,9,9,0,90001,-9412025,0
Blue,1867,127,143,10,10,0,90001,-13481124,0
Green,1868,127,143,11,11,0,90001,-10923735,0
,1869,128,141,0,1,0,90001,-7559208,0
,1870,128,141,1,6,0,90001,-8333313,0
,1871,128,141,2,23,0,90001,-7431728,0
,1872,128,141,3,5,0,90001,-6692865,0
,1873,128,141,4,27,0,90001,-8887169,0
,1874,128,141,5,29,0,90001,-3807803,0
,1875,128,141,6,24,0,90001,-7763788,0
,1876,128,141,7,2,0,90001,-7667736,0
,1877,128,141,8,9,0,90001,-11565057,0
,1878,128,141,9,21,0,90001,-6967576,0
,1879,128,141,10,4,0,90001,-8472628,0
,1880,128,141,11,8,0,90001,-13391873,0
,1881,128,141,12,25,0,90001,-7437366,0
,1882,128,141,13,7,0,90001,-12804376,0
,1883,128,130,14,72,0,90001,-5003909,0
,1884,128,130,15,70,0,90001,-8081744,0
,1885,128,130,16,71,0,90001,-7817079,0
,1886,128,12,17,100,0,90001,11678244,0
,1887,128,12,18,101,0,90001,12150824,0
,1888,128,12,19,102,0,90001,10256023,0
,1889,128,10,20,103,0,90001,1513239,0
,1890,129,146,0,0,0,90001,0,0
,1891,129,146,1,1,0,90001,0,0
,1892,129,146,2,2,0,90001,0,0
,1893,129,146,3,3,0,90001,0,0
,1894,129,146,4,4,0,90001,0,0
,1895,129,146,5,5,0,90001,0,0
,1896,129,146,6,6,0,90001,0,0
,1897,129,146,7,7,0,90001,0,0
,1898,129,146,8,8,0,90001,0,0
,1899,129,146,9,9,0,90001,0,0
,1900,129,142,10,10,0,90001,0,0
,1901,129,142,11,11,0,90001,0,0
,1902,129,142,12,12,0,90001,0,0
,1903,129,142,13,13,0,90001,0,0
,1904,129,142,14,14,0,90001,0,0
,1905,129,142,15,15,0,90001,0,0
,1906,129,142,16,16,0,90001,0,0
,1907,129,142,17,17,0,90001,0,0
,1908,129,142,18,18,0,90001,0,0
,1909,129,142,19,19,0,90001,0,0
Long,1910,130,141,0,0,0,90001,0,0
Foxtail,1911,130,141,1,1,0,90001,0,0
Braids,1912,130,141,2,2,0,90001,0,0
Swept,1913,130,141,3,3,0,90001,0,0
Spiked Tail,1914,130,141,4,4,0,90001,0,0
Tail,1915,130,141,5,5,0,90001,0,0
Rhino,1916,130,141,6,6,0,90001,0,0
Looped,1917,130,141,7,7,0,90001,0,0
Bald,1918,130,141,8,8,0,90001,0,0
Spiked,1919,130,141,9,9,0,90001,0,0
Backspike,1920,130,141,10,10,0,90001,0,0
Horned,1921,130,141,11,11,0,90001,0,0
Flowing,1922,130,141,12,12,0,90001,0,0
Emo,1923,130,141,13,13,0,90001,0,0
,1924,131,141,0,1,0,90001,-9225930,0
,1925,131,141,1,21,0,90001,-8761236,0
,1926,131,141,2,3,0,90001,-2375798,0
,1927,131,141,3,23,0,90001,14342358,0
,1928,131,141,4,4,0,90001,-12363973,0
,1929,131,141,5,7,0,90001,-8672083,0
,1930,131,141,6,20,0,90001,-8942606,0
,1931,131,141,7,6,0,90001,-9457507,0
,1932,131,141,8,9,0,90001,-9071161,0
,1933,131,141,9,5,0,90001,-8144263,0
,1934,131,12,10,100,0,90001,1975342,0
,1935,131,10,11,101,0,90001,1778225,0
Burns,1936,132,141,1,1,0,90001,0,0
Chops,1937,132,141,2,2,0,90001,0,0
Mustache,1938,132,141,3,3,0,90001,0,0
Soul Patch,1939,132,141,4,4,0,90001,0,0
Handlebar,1940,132,141,5,5,0,90001,0,0
Full,1941,132,141,6,6,0,90001,0,0
Beaded,1942,132,141,7,7,0,90001,0,0
Braid,1943,132,141,8,8,0,90001,0,0
,1944,133,141,0,1,0,90001,-10054401,0
,1945,133,141,1,6,0,90001,-7493940,0
,1946,133,141,2,21,0,90001,-8355585,0
,1947,133,141,3,5,0,90001,-5980448,0
,1948,133,141,4,23,0,90001,-7176807,0
,1949,133,141,5,26,0,90001,-2359333,0
,1950,133,141,6,22,0,90001,-7566593,0
,1951,133,141,7,2,0,90001,-7667736,0
,1952,133,141,8,9,0,90001,-10784789,0
,1953,133,141,9,7,0,90001,-8217391,0
,1954,133,141,10,3,0,90001,-7219221,0
,1955,133,141,11,20,0,90001,-6841911,0
,1956,133,132,12,72,0,90001,-7369865,0
,1957,133,132,13,70,0,90001,-6508866,0
,1958,133,132,14,71,0,90001,-8090740,0
,1959,133,12,15,100,0,90001,9381401,0
,1960,133,12,16,101,0,90001,10045970,0
,1961,133,12,17,102,0,90001,8874886,0
,1962,133,10,18,103,0,90001,1513239,0
,1963,134,146,0,0,0,90001,0,0
,1964,134,146,1,1,0,90001,0,0
,1965,134,146,2,2,0,90001,0,0
,1966,134,146,3,3,0,90001,0,0
,1967,134,146,4,4,0,90001,0,0
,1968,134,146,5,5,0,90001,0,0
,1969,134,146,6,6,0,90001,0,0
,1970,134,146,7,7,0,90001,0,0
,1971,134,146,8,8,0,90001,0,0
,1972,134,146,9,9,0,90001,0,0
,1973,134,142,10,10,0,90001,0,0
,1974,134,142,11,11,0,90001,0,0
,1975,134,142,12,12,0,90001,0,0
,1976,134,142,13,13,0,90001,0,0
,1977,134,142,14,14,0,90001,0,0
,1978,134,142,15,15,0,90001,0,0
,1979,134,142,16,16,0,90001,0,0
,1980,134,142,17,17,0,90001,0,0
,1981,134,142,18,18,0,90001,0,0
,1982,134,142,19,19,0,90001,0,0
Straight,1983,135,141,0,0,0,90001,0,0
Flipped,1984,135,141,1,1,0,90001,0,0
Cute,1985,135,141,2,2,0,90001,0,0
Feathered,1986,135,141,3,3,0,90001,0,0
Buns,1987,135,141,4,4,0,90001,0,0
Circlet,1988,135,141,5,5,0,90001,0,0
Bangs,1989,135,141,6,6,0,90001,0,0
Elegant,1990,135,141,7,7,0,90001,0,0
Bounce,1991,135,141,8,8,0,90001,0,0
Nape,1992,135,141,9,9,0,90001,0,0
Sassy,1993,135,141,10,10,0,90001,0,0
Hairband,1994,135,141,11,11,0,90001,0,0
Trouble,1995,135,141,12,12,0,90001,0,0
Shy,1996,135,141,13,13,0,90001,0,0
High Tail,1997,135,141,14,14,0,90001,0,0
Soaked,1998,135,141,15,15,0,90001,0,0
Slicked,1999,135,141,16,16,0,90001,0,0
,2000,136,141,0,1,0,90001,-9225930,0
,2001,136,141,1,21,0,90001,-8761236,0
,2002,136,141,2,3,0,90001,-2375798,0
,2003,136,141,3,23,0,90001,-2434858,0
,2004,136,141,4,4,0,90001,-12363973,0
,2005,136,141,5,7,0,90001,-8672083,0
,2006,136,141,6,20,0,90001,-8942606,0
,2007,136,141,7,6,0,90001,-9457507,0
,2008,136,141,8,9,0,90001,-9071161,0
,2009,136,141,9,5,0,90001,-8144263,0
,2010,136,10,10,100,0,90001,1778225,0
Sweeping,2011,137,141,0,0,0,90001,0,0
Curled,2012,137,141,1,1,0,90001,0,0
Curved,2013,137,141,2,3,0,90001,0,0
Thick,2014,137,141,3,2,0,90001,0,0
Wide,2015,137,141,4,4,0,90001,0,0
Grand,2016,137,141,5,5,0,90001,0,0
Short,2017,137,141,6,6,0,90001,0,0
,2018,137,12,7,7,0,90001,0,0
,2019,138,146,0,0,0,90001,0,0
,2020,138,146,1,1,0,90001,0,0
,2021,138,146,2,2,0,90001,0,0
,2022,139,146,0,0,0,90001,0,0
,2023,140,146,0,0,0,90001,0,0
,2024,141,146,0,0,0,90001,0,0
,2025,142,146,0,0,0,90001,0,0
,2026,143,146,0,0,0,90001,0,0
,2027,144,146,0,0,0,90001,0,0
,2028,144,146,1,1,0,90001,0,0
,2029,144,146,2,2,0,90001,0,0
,2030,144,146,3,3,0,90001,0,0
,2031,144,146,4,4,0,90001,0,0
,2032,144,146,5,5,0,90001,0,0
,2033,145,146,0,0,0,90001,0,0
,2034,146,146,0,0,0,90001,0,0
,2035,147,146,0,0,0,90001,0,0
,2036,147,146,1,1,0,90001,0,0
,2037,147,146,2,2,0,90001,0,0
,2038,147,146,3,3,0,90001,0,0
,2039,147,146,4,4,0,90001,0,0
,2040,147,146,5,5,0,90001,0,0
,2041,148,146,0,0,0,90001,0,0
,2042,149,146,0,0,0,90001,0,0
,2043,150,146,0,0,0,90001,0,0
,2044,150,146,1,1,0,90001,0,0
,2045,150,146,2,2,0,90001,0,0
,2046,150,146,3,3,0,90001,0,0
,2047,150,146,4,4,0,90001,0,0
,2048,150,146,5,5,0,90001,0,0
,2049,151,146,0,0,0,90001,0,0
,2050,152,146,0,0,0,90001,0,0
,2051,152,146,1,1,0,90001,0,0
,2052,152,146,2,2,0,90001,0,0
,2053,153,146,0,0,0,90001,0,0
,2054,153,146,1,1,0,90001,0,0
,2055,153,146,2,2,0,90001,0,0
,2056,153,146,3,3,0,90001,0,0
,2057,153,146,4,4,0,90001,0,0
,2058,153,146,5,5,0,90001,0,0
,2059,153,146,6,6,0,90001,0,0
,2060,153,146,7,7,0,90001,0,0
,2061,153,146,8,8,0,90001,0,0
,2062,153,146,9,9,0,90001,0,0
,2063,154,146,0,0,0,90001,0,0
,2064,155,146,0,0,0,90001,0,0
,2065,156,146,0,0,0,90001,0,0
,2066,157,146,0,0,0,90001,0,0
,2067,158,146,0,0,0,90001,0,0
,2068,159,146,0,0,0,90001,0,0
,2069,160,146,0,0,0,90001,0,0
,2070,161,146,0,0,0,90001,0,0
,2071,162,146,0,0,0,90001,0,0
,2072,162,146,1,1,0,90001,0,0
,2073,162,146,2,2,0,90001,0,0
,2074,162,146,3,3,0,90001,0,0
,2075,162,146,4,4,0,90001,0,0
,2076,162,146,5,5,0,90001,0,0
,2077,163,146,0,0,0,90001,0,0
,2078,164,146,0,0,0,90001,0,0
,2079,164,146,1,1,0,90001,0,0
,2080,164,146,2,2,0,90001,0,0
,2081,164,146,3,3,0,90001,0,0
,2082,164,146,4,4,0,90001,0,0
,2083,164,146,5,5,0,90001,0,0
,2084,165,146,0,0,0,90001,0,0
,2085,165,146,1,1,0,90001,0,0
,2086,165,146,2,2,0,90001,0,0
,2087,165,146,3,3,0,90001,0,0
,2088,165,146,4,4,0,90001,0,0
,2089,166,146,0,0,0,90001,0,0
,2090,166,146,1,1,0,90001,0,0
,2091,166,146,2,2,0,90001,0,0
,2092,166,146,3,3,0,90001,0,0
,2093,166,146,4,4,0,90001,0,0
,2094,166,141,5,5,0,90001,0,0
,2095,167,146,0,0,0,90001,0,0
,2096,168,146,0,0,0,90001,0,0
,2097,169,146,0,0,0,90001,0,0
,2098,169,146,1,1,0,90001,0,0
,2099,169,146,2,2,0,90001,0,0
,2100,169,146,3,3,0,90001,0,0
,2101,169,146,4,4,0,90001,0,0
,2102,169,146,5,5,0,90001,0,0
,2103,169,146,6,6,0,90001,0,0
,2104,170,146,0,0,0,90001,0,0
,2105,171,146,0,0,0,90001,0,0
,2106,171,146,1,1,0,90001,0,0
,2107,171,146,2,2,0,90001,0,0
,2108,171,146,3,3,0,90001,0,0
,2109,171,146,4,4,0,90001,0,0
,2110,171,146,5,5,0,90001,0,0
,2111,171,146,6,6,0,90001,0,0
,2112,172,146,0,0,0,90001,0,0
,2113,172,146,1,1,0,90001,0,0
,2114,172,146,2,2,0,90001,0,0
,2115,172,146,3,3,0,90001,0,0
,2116,172,146,4,4,0,90001,0,0
,2117,172,146,5,5,0,90001,0,0
,2118,172,146,6,6,0,90001,0,0
,2119,173,146,0,0,0,90001,0,0
,2120,173,141,1,1,0,90001,0,0
,2121,173,141,2,2,0,90001,0,0
,2122,173,141,3,3,0,90001,0,0
,2123,173,141,4,4,0,90001,0,0
,2124,173,141,5,5,0,90001,0,0
,2125,173,141,6,6,0,90001,0,0
,2126,174,146,0,0,0,90001,0,0
,2127,175,146,0,0,0,90001,0,0
,2128,176,146,0,0,0,90001,0,0
,2129,176,146,1,1,0,90001,0,0
,2130,176,146,2,2,0,90001,0,0
,2131,176,146,3,3,0,90001,0,0
,2132,176,146,4,4,0,90001,0,0
,2133,176,146,5,5,0,90001,0,0
,2134,176,12,6,6,0,90001,0,0
,2135,176,12,7,7,0,90001,0,0
,2136,176,12,8,8,0,90001,0,0
,2137,176,12,9,9,0,90001,0,0
,2138,176,12,10,10,0,90001,0,0
,2139,176,12,11,11,0,90001,0,0
,2140,176,12,12,12,0,90001,0,0
,2141,176,12,13,13,0,90001,0,0
,2142,176,12,14,14,0,90001,0,0
,2143,177,146,0,0,0,90001,0,0
,2144,177,146,1,1,0,90001,0,0
,2145,177,146,2,2,0,90001,0,0
,2146,177,146,3,3,0,90001,0,0
,2147,177,146,4,4,0,90001,0,0
,2148,178,146,0,0,0,90001,0,0
,2149,178,146,1,1,0,90001,0,0
,2150,178,146,2,2,0,90001,0,0
,2151,178,146,3,3,0,90001,0,0
,2152,178,146,4,4,0,90001,0,0
,2153,178,146,5,5,0,90001,0,0
,2154,179,146,0,0,0,90001,0,0
,2155,179,146,1,1,0,90001,0,0
,2156,179,146,2,2,0,90001,0,0
,2157,179,146,3,3,0,90001,0,0
,2158,179,146,4,4,0,90001,0,0
,2159,179,146,5,5,0,90001,0,0
,2160,179,146,6,6,0,90001,0,0
,2161,179,146,7,7,0,90001,0,0
,2162,179,146,8,8,0,90001,0,0
,2163,179,146,9,9,0,90001,0,0
,2164,180,146,0,0,0,90001,0,0
,2165,180,146,1,1,0,90001,0,0
,2166,180,146,2,2,0,90001,0,0
,2167,180,146,3,3,0,90001,0,0
,2168,180,146,4,4,0,90001,0,0
,2169,180,146,5,5,0,90001,0,0
,2170,180,146,6,6,0,90001,0,0
,2171,180,146,7,7,0,90001,0,0
,2172,180,146,8,8,0,90001,0,0
,2173,180,146,9,9,0,90001,0,0
,2174,180,146,10,10,0,90001,0,0
,2175,181,146,0,0,0,90001,0,0
,2176,182,146,0,0,0,90001,0,0
,2177,183,146,0,0,0,90001,0,0
,2178,183,146,1,1,0,90001,0,0
,2179,183,146,2,2,0,90001,0,0
,2180,183,146,3,3,0,90001,0,0
,2181,184,146,0,0,0,90001,0,0
,2182,185,146,0,0,0,90001,0,0
,2183,187,146,0,0,0,90001,0,0
,2184,187,141,1,1,0,90001,0,0
,2185,187,141,2,2,0,90001,0,0
,2186,188,146,0,0,0,90001,0,0
,2187,189,146,0,0,0,90001,0,0
,2188,190,12,0,0,0,90001,0,0
,2189,190,12,1,1,0,90001,0,0
,2190,190,12,2,2,0,90001,0,0
,2191,190,12,3,3,0,90001,0,0
,2192,191,146,0,0,0,90001,0,0
,2193,192,146,0,0,0,90001,0,0
,2194,192,146,1,1,0,90001,0,0
,2195,192,146,2,2,0,90001,0,0
,2196,192,146,3,3,0,90001,0,0
,2197,193,141,0,0,0,90001,0,0
,2198,193,141,1,1,0,90001,0,0
,2199,193,141,2,2,0,90001,0,0
,2200,193,141,3,3,0,90001,0,0
,2201,193,141,4,4,0,90001,0,0
,2202,194,146,0,0,0,90001,0,0
,2203,195,146,0,0,0,90001,0,0
,2204,196,146,0,0,0,90001,0,0
,2205,196,146,1,1,0,90001,0,0
,2206,196,146,2,2,0,90001,0,0
,2207,196,146,3,3,0,90001,0,0
,2208,196,146,4,4,0,90001,0,0
,2209,196,146,5,5,0,90001,0,0
,2210,196,146,6,6,0,90001,0,0
,2211,196,146,7,7,0,90001,0,0
,2212,197,146,0,0,0,90001,0,0
,2213,198,146,0,0,0,90001,0,0
,2214,198,146,1,1,0,90001,0,0
,2215,198,146,2,2,0,90001,0,0
,2216,198,146,3,3,0,90001,0,0
,2217,198,146,4,4,0,90001,0,0
,2218,198,141,5,5,0,90001,0,0
,2219,199,146,0,0,0,90001,0,0
,2220,199,146,1,1,0,90001,0,0
,2221,199,146,2,2,0,90001,0,0
,2222,199,146,3,3,0,90001,0,0
,2223,199,146,4,4,0,90001,0,0
,2224,199,146,5,5,0,90001,0,0
,2225,200,141,0,0,0,90001,0,0
,2226,200,141,1,1,0,90001,0,0
,2227,200,141,2,2,0,90001,0,0
,2228,200,141,3,3,0,90001,0,0
,2229,200,141,4,4,0,90001,0,0
,2230,201,146,0,0,0,90001,0,0
,2231,202,146,0,0,0,90001,0,0
,2232,203,322,0,1,0,90001,-9537665,0
,2233,203,322,1,5,0,90001,8286554,0
,2234,203,322,2,7,0,90001,-10720934,0
,2235,203,322,3,9,0,90001,-7486796,0
,2236,203,322,4,6,0,90001,-6911145,0
,2237,203,134,5,70,0,90001,-9862260,0
,2238,203,134,6,72,0,90001,-10656889,0
,2239,203,134,7,71,0,90001,-12561815,0
,2240,203,10,8,100,0,90001,0,0
,2241,204,146,0,0,0,90001,0,0
,2242,204,146,1,1,0,90001,0,0
,2243,204,146,2,2,0,90001,0,0
,2244,204,146,3,3,0,90001,0,0
,2245,204,146,4,4,0,90001,0,0
,2246,204,142,5,5,0,90001,0,0
,2247,204,142,6,6,0,90001,0,0
,2248,204,142,7,7,0,90001,0,0
,2249,204,142,8,8,0,90001,0,0
,2250,204,142,9,9,0,90001,0,0
,2251,204,142,10,10,0,90001,0,0
,2252,204,142,11,11,0,90001,0,0
,2253,204,142,12,12,0,90001,0,0
,2254,204,142,13,13,0,90001,0,0
,2255,204,142,14,14,0,90001,0,0
,2256,204,146,15,15,0,90001,0,0
,2257,204,146,16,16,0,90001,0,0
,2258,204,142,17,17,0,90001,0,0
,2259,204,142,18,18,0,90001,0,0
Beaded Tails,2260,205,141,0,0,0,90001,0,0
Wild,2261,205,141,1,1,0,90001,0,0
Chops,2262,205,141,2,2,0,90001,0,0
Scruffy,2263,205,141,3,3,0,90001,0,0
Wrapped,2264,205,141,4,4,0,90001,0,0
Beaded Tufts,2265,205,141,5,5,0,90001,0,0
Short Tufts,2266,205,141,6,6,0,90001,0,0
Braided Tails,2267,205,141,7,7,0,90001,0,0
Quartet,2268,205,141,8,8,0,90001,0,0
Spikes,2269,205,141,9,9,0,90001,0,0
Long Braids,2270,205,141,10,10,0,90001,0,0
Thin Braids,2271,205,141,11,11,0,90001,0,0
Mane,2272,205,141,12,12,0,90001,0,0
Clean,2279,207,141,0,0,0,90001,0,0
Grizzled,2280,207,141,1,1,0,90001,0,0
Tuft,2281,207,141,2,2,0,90001,0,0
Goatee,2282,207,141,3,3,0,90001,0,0
Bead,2283,207,141,4,4,0,90001,0,0
Ragged,2284,207,141,5,5,0,90001,0,0
Twin Tufts,2285,207,141,6,6,0,90001,0,0
Scruffy,2286,207,141,7,7,0,90001,0,0
Long,2287,207,141,8,8,0,90001,0,0
Braid,2288,207,141,9,9,0,90001,0,0
Ringed,2289,207,141,10,10,0,90001,0,0
Veil,2290,207,141,11,11,0,90001,0,0
,2303,208,141,0,0,0,90001,-9140583,0
,2304,208,141,1,24,0,90001,-4539987,0
,2305,208,141,2,22,0,90001,-8358814,0
,2306,208,141,3,20,0,90001,-9410726,0
,2307,208,141,4,21,0,90001,-10595000,0
,2308,208,141,5,7,0,90001,-8755886,0
,2309,208,141,6,6,0,90001,-8236244,0
,2310,208,141,7,2,0,90001,-11051677,0
,2311,208,141,8,3,0,90001,-12237491,0
,2312,208,136,9,72,0,90001,-6048362,0
,2313,208,136,10,70,0,90001,-9999532,0
,2314,208,136,11,71,0,90001,-11840449,0
,2315,208,10,12,100,0,90001,0,0
,2316,209,146,0,0,0,90001,0,0
,2317,209,146,1,1,0,90001,0,0
,2318,209,146,2,2,0,90001,0,0
,2319,209,146,3,3,0,90001,0,0
,2320,209,146,4,4,0,90001,0,0
,2321,209,146,5,5,0,90001,0,0
,2322,209,146,6,6,0,90001,0,0
,2323,209,146,7,7,0,90001,0,0
,2324,209,146,8,8,0,90001,0,0
,2325,209,146,9,9,0,90001,0,0
,2326,209,146,10,10,0,90001,0,0
,2327,209,146,11,11,0,90001,0,0
,2328,209,146,12,12,0,90001,0,0
,2329,209,146,13,13,0,90001,0,0
,2330,209,142,14,14,0,90001,0,0
,2331,209,142,15,15,0,90001,0,0
,2332,209,142,16,16,0,90001,0,0
,2333,209,142,17,17,0,90001,0,0
,2334,209,142,18,18,0,90001,0,0
,2335,209,142,19,19,0,90001,0,0
,2336,209,142,20,20,0,90001,0,0
,2337,209,142,21,21,0,90001,0,0
,2338,209,142,22,22,0,90001,0,0
,2339,209,142,23,23,0,90001,0,0
,2340,209,142,24,24,0,90001,0,0
,2341,209,142,25,25,0,90001,0,0
,2342,209,142,26,26,0,90001,0,0
,2343,209,142,27,27,0,90001,0,0
,2344,209,146,28,28,0,90001,0,0
,2345,209,142,29,29,0,90001,0,0
,2346,209,146,30,30,0,90001,0,0
,2347,209,142,31,31,0,90001,0,0
Mane,2348,210,141,0,0,0,90001,0,0
Beaded,2349,210,141,1,1,0,90001,0,0
Bangs,2350,210,141,2,2,0,90001,0,0
Styled,2351,210,141,3,3,0,90001,0,0
Salted Tail,2352,210,141,4,4,0,90001,0,0
Salted Mane,2353,210,141,5,5,0,90001,0,0
Long Braids,2354,210,141,6,6,0,90001,0,0
Full,2355,210,141,7,7,0,90001,0,0
Short Braids,2356,210,141,8,8,0,90001,0,0
Thin Braids,2357,210,141,9,9,0,90001,0,0
Long Bangs,2358,210,141,10,10,0,90001,0,0
Thick,2359,210,141,11,11,0,90001,0,0
Long Mane,2360,210,141,12,12,0,90001,0,0
Side Tail,2361,210,141,13,13,0,90001,0,0
Twin Tails,2362,210,141,14,14,0,90001,0,0
Tied,2363,210,141,15,15,0,90001,0,0
Clean,2370,212,141,0,0,0,90001,0,0
Fuzzy,2371,212,141,1,1,0,90001,0,0
Alert,2372,212,141,2,2,0,90001,0,0
Pointed,2373,212,141,3,3,0,90001,0,0
Rounded,2374,212,141,4,4,0,90001,0,0
Average,2375,212,141,5,5,0,90001,0,0
Wide,2376,212,141,6,6,0,90001,0,0
Tufted,2377,212,141,7,7,0,90001,0,0
Tall,2378,212,141,8,8,0,90001,0,0
Scruffy,2379,212,141,9,9,0,90001,0,0
Small,2380,212,141,10,10,0,90001,0,0
Flopped,2381,212,141,11,11,0,90001,0,0
,2382,213,141,0,0,0,90001,0,0
,2383,213,141,1,1,0,90001,0,0
,2384,213,141,2,2,0,90001,0,0
,2385,213,141,3,3,0,90001,0,0
,2386,213,141,4,4,0,90001,0,0
,2387,213,141,5,5,0,90001,0,0
,2388,213,141,6,6,0,90001,0,0
,2389,213,141,7,7,0,90001,0,0
,2390,213,10,8,8,0,90001,0,0
,2391,214,141,0,0,0,90001,0,0
,2392,214,146,1,1,0,90001,0,0
,2393,214,146,2,2,0,90001,0,0
,2394,214,146,3,3,0,90001,0,0
,2395,214,146,4,4,0,90001,0,0
,2396,214,142,5,5,0,90001,0,0
,2397,214,142,6,6,0,90001,0,0
,2398,214,142,7,7,0,90001,0,0
,2399,214,142,8,8,0,90001,0,0
,2400,214,142,9,9,0,90001,0,0
,2401,214,142,10,10,0,90001,0,0
,2402,214,142,11,11,0,90001,0,0
,2403,214,142,12,12,0,90001,0,0
,2404,214,142,13,13,0,90001,0,0
,2405,214,142,14,14,0,90001,0,0
,2406,214,146,15,15,0,90001,0,0
,2407,214,146,16,16,0,90001,0,0
,2408,214,142,17,17,0,90001,0,0
,2409,214,142,18,18,0,90001,0,0
,2410,215,141,0,0,0,90001,0,0
,2411,215,141,1,1,0,90001,0,0
,2412,215,141,2,2,0,90001,0,0
,2413,215,141,3,3,0,90001,0,0
,2414,215,141,4,4,0,90001,0,0
,2415,215,141,5,5,0,90001,0,0
,2416,215,141,6,6,0,90001,0,0
,2417,215,141,7,7,0,90001,0,0
,2418,215,141,8,8,0,90001,0,0
,2419,215,141,9,9,0,90001,0,0
,2420,215,141,10,10,0,90001,0,0
,2421,215,141,11,11,0,90001,0,0
,2422,215,141,12,12,0,90001,0,0
,2423,215,141,13,13,0,90001,0,0
,2424,215,141,14,14,0,90001,0,0
,2425,215,141,15,15,0,90001,0,0
,2426,215,141,16,16,0,90001,0,0
,2427,216,141,0,0,0,90001,0,0
,2428,216,141,1,1,0,90001,0,0
,2429,216,141,2,2,0,90001,0,0
,2430,216,141,3,3,0,90001,0,0
,2431,216,141,4,4,0,90001,0,0
,2432,216,10,5,5,0,90001,0,0
,2433,217,141,0,0,0,90001,0,0
,2434,217,141,1,1,0,90001,0,0
,2435,217,141,2,2,0,90001,0,0
,2436,217,141,3,3,0,90001,0,0
,2437,217,141,4,4,0,90001,0,0
,2438,217,141,5,5,0,90001,0,0
,2439,217,141,6,6,0,90001,0,0
,2440,217,141,7,7,0,90001,0,0
,2441,217,141,8,8,0,90001,0,0
,2442,218,141,0,0,0,90001,0,0
,2443,218,141,1,1,0,90001,0,0
,2444,218,141,2,2,0,90001,0,0
,2445,218,141,3,3,0,90001,0,0
,2446,218,141,4,4,0,90001,0,0
,2447,218,141,5,5,0,90001,0,0
,2448,218,141,6,6,0,90001,0,0
,2449,218,141,7,7,0,90001,0,0
,2450,218,141,8,8,0,90001,0,0
,2451,218,142,9,9,0,90001,0,0
,2452,218,142,10,10,0,90001,0,0
,2453,218,142,11,11,0,90001,0,0
,2454,218,10,12,12,0,90001,0,0
,2455,219,146,0,0,0,90001,0,0
,2456,219,146,1,1,0,90001,0,0
,2457,219,146,2,2,0,90001,0,0
,2458,219,146,3,3,0,90001,0,0
,2459,219,146,4,4,0,90001,0,0
,2460,219,146,5,5,0,90001,0,0
,2461,219,146,6,6,0,90001,0,0
,2462,219,141,7,7,0,90001,0,0
,2463,219,146,8,8,0,90001,0,0
,2464,219,141,9,9,0,90001,0,0
,2465,219,146,10,10,0,90001,0,0
,2466,219,146,11,11,0,90001,0,0
,2467,219,146,12,12,0,90001,0,0
,2468,219,141,13,13,0,90001,0,0
,2469,219,142,14,14,0,90001,0,0
,2470,219,142,15,15,0,90001,0,0
,2471,219,142,16,16,0,90001,0,0
,2472,219,142,17,17,0,90001,0,0
,2473,219,142,18,18,0,90001,0,0
,2474,219,142,19,19,0,90001,0,0
