sound_kit_id,attack_role,creature_name,display_gender_value,display_gender_label,is_female,creature_entry_count,creature_entries,creature_display_ids,creature_model_data_ids,file_count_in_sound_kit,first_attack_filename
155180,attack,Damaged Praetor Sentry,1,female,yes,1,169085,92192,11689,10,mon_greeter_mnemis_attack_01_155180
155181,attack_critical,Damaged Praetor Sentry,1,female,yes,1,169085,92192,11689,5,mon_greeter_mnemis_attackcritical_01_155181
2933,attack,Damaged Soul,1,female,yes,1,119470,68012|68013,7300,4,nightelffemalemainattackc
2937,attack,Dame Alys Finnsson,1,female,yes,1,46341,35047,7599,10,humanfeamlemainattackb
22445,attack,Dame Alys Finnsson Worgen Transform,1,female,yes,1,46380,35062,3142,10,worgenfemale_attack_01
8992,attack,Dame Auriferous,1,female,yes,3,16231|245740|245795,16080|137579,8103,5,bloodelffemalepcattacka
2937,attack,Dame Evniki Kapsalis,1,female,yes,2,34885|167058,29481,7599,10,humanfeamlemainattackb
2925,attack,Dame Twinbraid,1,female,yes,1,15432,15443,7203,10,dwarffemalemainattackc
2937,attack,Damned Apothecary,1,female,yes,1,169047,96971,7599,10,humanfeamlemainattackb
168171,attack,Damned Banisher,1,female,yes,1,180463,95126,11685,10,mon_kyrianfemale_dark_attack_10_168171
168172,attack_critical,Damned Banisher,1,female,yes,1,180463,95126,11685,5,mon_kyrianfemale_dark_attackcritical_05_168172
71628,attack,Damsel of Lust,1,female,yes,1,87498,57400,37,10,mon_succubus_v2_attack01
71628,attack_critical,Damsel of Lust,1,female,yes,1,87498,57400,37,10,mon_succubus_v2_attack01
2933,attack,Dan's Test Dummy,1,female,yes,1,26784,11662,7300,4,nightelffemalemainattackc
2937,attack,Dana Crockett,1,female,yes,1,84326,58283,7599,10,humanfeamlemainattackb
31715,attack,Danae,1,female,yes,1,64317,45366,3968,10,vo_pcpandarenfemale_attack01
2933,attack,Danaeris Amberstar,1,female,yes,1,87891,61360,7300,4,nightelffemalemainattackc
2937,attack,Danara Silverglass,1,female,yes,1,69668,47644,7599,10,humanfeamlemainattackb
2933,attack,Danastra,1,female,yes,1,193061,108061,7300,4,nightelffemalemainattackc
2937,attack,Danath Loyalist,1,female,yes,6,230375|232003|232009|232092|232980|241934,119060|119061|119062,7599,10,humanfeamlemainattackb
209,attack,Dance Enthusiast,1,female,yes,1,181127,58705|59440|59619|59673|59783,7200,12,vo_pcorcfemale_attack_01
225,attack,Dance Enthusiast,1,female,yes,1,181127,76194,7576,10,taurenfemalefinalattackb
1361,attack,Dance Enthusiast,1,female,yes,1,181127,78320|78921,7578,10,undeadfemalefinalattacka
2925,attack,Dance Enthusiast,1,female,yes,1,181127,77933,7203,10,dwarffemalemainattackc
2933,attack,Dance Enthusiast,1,female,yes,1,181127,75076,7300,4,nightelffemalemainattackc
2937,attack,Dance Enthusiast,1,female,yes,1,181127,75072|91057,7599,10,humanfeamlemainattackb
3301,attack,Dance Enthusiast,1,female,yes,1,181127,27448|90557,7793|10395,9,trollfemalmainattackb
8988,attack,Dance Enthusiast,1,female,yes,1,181127,59204|76193,7692,10,draeneifemalepcattackc
8992,attack,Dance Enthusiast,1,female,yes,1,181127,18212|46607|76203|89162|89937|93403,8103|9935,5,bloodelffemalepcattacka
18496,attack,Dance Enthusiast,1,female,yes,2,181125|181127,82892|83332|102055|102056,832,10,goblinfemale_attack02
31715,attack,Dance Enthusiast,1,female,yes,1,181127,41011,3968,10,vo_pcpandarenfemale_attack01
95716,attack,Dance Enthusiast,1,female,yes,1,181127,79937|79944,9937,10,vo_735_pc_-_lightforged_draenei_female_attack_01
95752,attack,Dance Enthusiast,1,female,yes,1,181127,88943,9931,10,vo_735_pc_-_nightborne_elf_female_attack_01
108118,attack_critical,Dance Enthusiast,1,female,yes,1,181127,88613,11250,5,vo_801_kul_tiran_heavy_military_f_attackcrit_01
108119,attack,Dance Enthusiast,1,female,yes,1,181127,88613,11250,10,vo_801_kul_tiran_heavy_military_f_attack_01
110550,attack,Dance Enthusiast,1,female,yes,1,181127,86342,10845,10,vo_801_pc_maghar_orc_female_attack_01
115239,attack,Dance Enthusiast,1,female,yes,1,181127,94597,10787,10,mon_vulpera_female_attack_10
115240,attack_critical,Dance Enthusiast,1,female,yes,1,181127,94597,10787,5,mon_vulpera_female_attackcrit_01
136394,attack,Dance Enthusiast,1,female,yes,2,181126|181127,99945|102048|102049,11489,10,mon_mechagnome_female_attack_01
136395,attack_critical,Dance Enthusiast,1,female,yes,2,181126|181127,99945|102048|102049,11489,5,mon_mechagnome_female_attackcrit_01
115322,attack_critical,Dance of the Dead,1,female,yes,1,139204,86194,10523,5,mon_drustvarhag_attack_crit_02
115323,attack,Dance of the Dead,1,female,yes,1,139204,86194,10523,11,mon_drustvarhag_attack_04
8992,attack,Dance Party Patron,1,female,yes,1,193011,108038|108040,8103,5,bloodelffemalepcattacka
212714,attack,Dance Party Patron,1,female,yes,1,193011,108043,13181,17,dracthyrfemale_attackcritical_4740887
336489,attack,Dance Student,1,female,yes,1,256248,130712|130713|130806|130807|130821,15970,13,amanitrollfemale_attack_7686207
2937,attack,Dancer,1,female,yes,2,115651|115718,73932|73936,7599,10,humanfeamlemainattackb
3269,attack,Dancer,1,female,yes,2,115639|115650,73912|73927,7130,10,gnomefemalemainattacka
225,attack,Dancing Druid,1,female,yes,1,210505,64490|64492,7576,10,taurenfemalefinalattackb
2933,attack,Dancing Druid,1,female,yes,1,210505,68517|69891|69946,7300,4,nightelffemalemainattackc
3301,attack,Dancing Druid,1,female,yes,1,210505,30957|65599|65600|79224|113082|113084|113085|113086,7793|10395,9,trollfemalmainattackb
22445,attack,Dancing Druid,1,female,yes,1,210505,65582|65603|65604|73079|73080,3142,10,worgenfemale_attack_01
8988,attack,Dancing Flames,1,female,yes,1,158243,93465,7692,10,draeneifemalepcattackc
8992,attack,Danessa,1,female,yes,1,132705,82596,9935,5,bloodelffemalepcattacka
136410,attack,Dani Bluegill,1,female,yes,1,152985,91377,11581,10,mon_gilgoblin_female_attack_01
136411,attack_critical,Dani Bluegill,1,female,yes,1,152985,91377,11581,5,mon_gilgoblin_female_attackcrit_01
2933,attack,Dani Earthtouch,1,female,yes,1,98223,65708,7300,4,nightelffemalemainattackc
13823,attack,Danica,1,female,yes,3,177941|178949|178950,100801|100914,3533,10,valkierattack7
2937,attack,Danica Saint,1,female,yes,1,28618,25581,7599,10,humanfeamlemainattackb
13823,attack,Danica the Reclaimer,1,female,yes,12,93818|93823|96549|100622|103608|105507|112663|116858|177597|177603|177839|180577,68280|73300|100801,3533,10,valkierattack7
166240,attack,Daniela Darkwhisper,1,female,yes,1,158782,93778,11803,7,mon_vampire_female_attack_06_166240
166241,attack_critical,Daniela Darkwhisper,1,female,yes,1,158782,93778,11803,3,mon_vampire_female_attackcritical_02_166241
136394,attack,Danielle Anglers,1,female,yes,2,151462|191150,91147,11489,10,mon_mechagnome_female_attack_01
136395,attack_critical,Danielle Anglers,1,female,yes,2,151462|191150,91147,11489,5,mon_mechagnome_female_attackcrit_01
1361,attack,Danielle Koppen,1,female,yes,1,11412,11059,7578,10,undeadfemalefinalattacka
2937,attack,Danielle Zipstitch,1,female,yes,2,2668|107909,4273,7599,10,humanfeamlemainattackb
22445,attack,Danise Stargazer,1,female,yes,1,107457,70041,3142,10,worgenfemale_attack_01
2933,attack,Daniss Ghostdancer,1,female,yes,2,151173|151565,91067,7300,4,nightelffemalemainattackc
2933,attack,Danlyia,1,female,yes,1,4266,4235,7300,4,nightelffemalemainattackc
8992,attack,Danne Lukesi,1,female,yes,1,86202,59503,8103,5,bloodelffemalepcattacka
2925,attack,Danni Palewing,1,female,yes,1,11809,11735,7203,10,dwarffemalemainattackc
3269,attack,Dannie Fizzwizzle,1,female,yes,2,6328|99979,5042,7130,10,gnomefemalemainattacka
225,attack,Danowe Thunderhorn,1,female,yes,1,34612,29249,7576,10,taurenfemalefinalattackb
8992,attack,Danwe,1,female,yes,2,16667|241452,16764|138908,8103,5,bloodelffemalepcattacka
2937,attack,Danysia's Burden,1,female,yes,2,160653|160655,5446|33276,7599,10,humanfeamlemainattackb
2937,attack,"Daphne ""The Rose"" Bloom",1,female,yes,1,54217,99399,7599,10,humanfeamlemainattackb
8992,attack,Daphne Evenfall,1,female,yes,1,245165,129565,9935,5,bloodelffemalepcattacka
3269,attack,Daphne Funkybeats,1,female,yes,1,155011,92198,7130,10,gnomefemalemainattacka
2937,attack,Daphne Stilwell,1,female,yes,1,6182,4894,7599,10,humanfeamlemainattackb
209,attack,Dapper Drakerider,1,female,yes,1,194347,108470,7200,12,vo_pcorcfemale_attack_01
153711,attack_critical,Dar Vattish,1,female,yes,1,176067,98076,12322,4,mon_bleaksteel_gladiator_attackcritical_01_153711
153712,attack,Dar Vattish,1,female,yes,1,176067,98076,12322,7,mon_bleaksteel_gladiator_attack_01_153712
2925,attack,Dar'mok,1,female,yes,1,201536,111425,7203,10,dwarffemalemainattackc
209,attack,"Dar'nosha, Earthen Champion",1,female,yes,1,199665,110802,7200,12,vo_pcorcfemale_attack_01
1129,attack,Daranelle,1,female,yes,1,21469,876,13006,3,dryadattacka
2925,attack,Darba the Crone,1,female,yes,1,50729,36941,7203,10,dwarffemalemainattackc
1361,attack,Darbasa the Hag,1,female,yes,1,145186,89011,7578,10,undeadfemalefinalattacka
2937,attack,Darbel Montrose,1,female,yes,2,2598|142688,4027,7599,10,humanfeamlemainattackb
2937,attack,Darchelle Hayes,1,female,yes,1,141949,87537,7599,10,humanfeamlemainattackb
2937,attack,Darcy Heathrow,1,female,yes,1,92688,63875,7599,10,humanfeamlemainattackb
2937,attack,Darcy Parker,1,female,yes,1,379,3367,7599,10,humanfeamlemainattackb
18496,attack,Daredevil Influencer,1,female,yes,1,233883,124159,832,10,goblinfemale_attack02
2933,attack,Daria L'Rayne,1,female,yes,1,45147,34279,7300,4,nightelffemalemainattackc
2937,attack,Daria Smithson,1,female,yes,1,143334,84443,7599,10,humanfeamlemainattackb
2933,attack,Darianna,1,female,yes,2,11083|216450,10615|117030,7300,4,nightelffemalemainattackc
8992,attack,Dariness the Learned,1,female,yes,4,47579|93538|222437|223004,35704,8103,5,bloodelffemalepcattacka
209,attack,Daring Drakerider,1,female,yes,1,204281,108404|108470,7200,12,vo_pcorcfemale_attack_01
225,attack,Daring Drakerider,1,female,yes,1,204281,108420,7576,10,taurenfemalefinalattackb
2937,attack,Daring Drakerider,1,female,yes,1,204281,108403|108471,7599,10,humanfeamlemainattackb
3301,attack,Daring Drakerider,1,female,yes,1,204281,110356,10395,9,trollfemalmainattackb
8988,attack,Daring Drakerider,1,female,yes,1,204281,108421|108472,7692,10,draeneifemalepcattackc
8992,attack,Daring Drakerider,1,female,yes,1,204281,108409|108445,9935,5,bloodelffemalepcattacka
31715,attack,Daring Drakerider,1,female,yes,1,204281,110364,3968,10,vo_pcpandarenfemale_attack01
18496,attack,Daring Skipper,1,female,yes,1,237231,126056,832,10,goblinfemale_attack02
8992,attack,Darise,1,female,yes,1,251304,138271,8103,5,bloodelffemalepcattacka
209,attack,Dark Acolyte,1,female,yes,2,73465|87869,51364|51365,7200,12,vo_pcorcfemale_attack_01
166240,attack,Dark Acolyte,1,female,yes,1,167956,93650|94847,11803,7,mon_vampire_female_attack_06_166240
166241,attack_critical,Dark Acolyte,1,female,yes,1,167956,93650|94847,11803,3,mon_vampire_female_attackcritical_02_166241
2937,attack,Dark Adept,1,female,yes,1,8546,10410|10411,7599,10,humanfeamlemainattackb
168171,attack,Dark Ascended Caster Collector Tier 1,1,female,yes,1,158272,93487,11685,10,mon_kyrianfemale_dark_attack_10_168171
168172,attack_critical,Dark Ascended Caster Collector Tier 1,1,female,yes,1,158272,93487,11685,5,mon_kyrianfemale_dark_attackcritical_05_168172
168171,attack,Dark Ascended Caster Collector Tier 2,1,female,yes,1,158273,93488,11685,10,mon_kyrianfemale_dark_attack_10_168171
168172,attack_critical,Dark Ascended Caster Collector Tier 2,1,female,yes,1,158273,93488,11685,5,mon_kyrianfemale_dark_attackcritical_05_168172
168171,attack,Dark Ascended Caster Collector Tier 3,1,female,yes,2,158274|159585,93489,11685,10,mon_kyrianfemale_dark_attack_10_168171
168172,attack_critical,Dark Ascended Caster Collector Tier 3,1,female,yes,2,158274|159585,93489,11685,5,mon_kyrianfemale_dark_attackcritical_05_168172
168171,attack,Dark Ascended Caster Spirit Healer Tier 1,1,female,yes,1,158269,93484,11685,10,mon_kyrianfemale_dark_attack_10_168171
168172,attack_critical,Dark Ascended Caster Spirit Healer Tier 1,1,female,yes,1,158269,93484,11685,5,mon_kyrianfemale_dark_attackcritical_05_168172
168171,attack,Dark Ascended Caster Spirit Healer Tier 2,1,female,yes,1,158270,93485,11685,10,mon_kyrianfemale_dark_attack_10_168171
168172,attack_critical,Dark Ascended Caster Spirit Healer Tier 2,1,female,yes,1,158270,93485,11685,5,mon_kyrianfemale_dark_attackcritical_05_168172
168171,attack,Dark Ascended Caster Spirit Healer Tier 3,1,female,yes,2,158271|159584,93486,11685,10,mon_kyrianfemale_dark_attack_10_168171
168172,attack_critical,Dark Ascended Caster Spirit Healer Tier 3,1,female,yes,2,158271|159584,93486,11685,5,mon_kyrianfemale_dark_attackcritical_05_168172
168171,attack,Dark Ascended Commander,1,female,yes,1,159672,93495,11685,10,mon_kyrianfemale_dark_attack_10_168171
168172,attack_critical,Dark Ascended Commander,1,female,yes,1,159672,93495,11685,5,mon_kyrianfemale_dark_attackcritical_05_168172
168171,attack,Dark Ascended Corrus,1,female,yes,2,156239|185020,93489,11685,10,mon_kyrianfemale_dark_attack_10_168171
168172,attack_critical,Dark Ascended Corrus,1,female,yes,2,156239|185020,93489,11685,5,mon_kyrianfemale_dark_attackcritical_05_168172
168171,attack,Dark Ascended Melee Spearman Tier 1,1,female,yes,1,158280,93490,11685,10,mon_kyrianfemale_dark_attack_10_168171
168172,attack_critical,Dark Ascended Melee Spearman Tier 1,1,female,yes,1,158280,93490,11685,5,mon_kyrianfemale_dark_attackcritical_05_168172
168171,attack,Dark Ascended Melee Spearman Tier 2,1,female,yes,1,158282,93491,11685,10,mon_kyrianfemale_dark_attack_10_168171
168172,attack_critical,Dark Ascended Melee Spearman Tier 2,1,female,yes,1,158282,93491,11685,5,mon_kyrianfemale_dark_attackcritical_05_168172
168171,attack,Dark Ascended Melee Spearman Tier 3,1,female,yes,1,158283,93492,11685,10,mon_kyrianfemale_dark_attack_10_168171
168172,attack_critical,Dark Ascended Melee Spearman Tier 3,1,female,yes,1,158283,93492,11685,5,mon_kyrianfemale_dark_attackcritical_05_168172
168171,attack,Dark Ascended Melee Warrior 2H Tier 1,1,female,yes,1,158333,93493,11685,10,mon_kyrianfemale_dark_attack_10_168171
168172,attack_critical,Dark Ascended Melee Warrior 2H Tier 1,1,female,yes,1,158333,93493,11685,5,mon_kyrianfemale_dark_attackcritical_05_168172
168171,attack,Dark Ascended Melee Warrior 2H Tier 2,1,female,yes,2,158334|159586,93484|93494,11685,10,mon_kyrianfemale_dark_attack_10_168171
168172,attack_critical,Dark Ascended Melee Warrior 2H Tier 2,1,female,yes,2,158334|159586,93484|93494,11685,5,mon_kyrianfemale_dark_attackcritical_05_168172
168171,attack,Dark Ascended Melee Warrior 2H Tier 3,1,female,yes,2,158335|159582,93495,11685,10,mon_kyrianfemale_dark_attack_10_168171
168172,attack_critical,Dark Ascended Melee Warrior 2H Tier 3,1,female,yes,2,158335|159582,93495,11685,5,mon_kyrianfemale_dark_attackcritical_05_168172
168171,attack,Dark Ascended Melee Warrior DW Tier 1,1,female,yes,1,158287,93493,11685,10,mon_kyrianfemale_dark_attack_10_168171
168172,attack_critical,Dark Ascended Melee Warrior DW Tier 1,1,female,yes,1,158287,93493,11685,5,mon_kyrianfemale_dark_attackcritical_05_168172
168171,attack,Dark Ascended Melee Warrior DW Tier 2,1,female,yes,1,158288,93494,11685,10,mon_kyrianfemale_dark_attack_10_168171
168172,attack_critical,Dark Ascended Melee Warrior DW Tier 2,1,female,yes,1,158288,93494,11685,5,mon_kyrianfemale_dark_attackcritical_05_168172
168171,attack,Dark Ascended Melee Warrior DW Tier 3,1,female,yes,1,158289,93495,11685,10,mon_kyrianfemale_dark_attack_10_168171
168172,attack_critical,Dark Ascended Melee Warrior DW Tier 3,1,female,yes,1,158289,93495,11685,5,mon_kyrianfemale_dark_attackcritical_05_168172
168171,attack,Dark Ascended Melee Warrior Shield Tier 1,1,female,yes,1,158323,93493,11685,10,mon_kyrianfemale_dark_attack_10_168171
168172,attack_critical,Dark Ascended Melee Warrior Shield Tier 1,1,female,yes,1,158323,93493,11685,5,mon_kyrianfemale_dark_attackcritical_05_168172
168171,attack,Dark Ascended Melee Warrior Shield Tier 2,1,female,yes,1,158324,93494,11685,10,mon_kyrianfemale_dark_attack_10_168171
168172,attack_critical,Dark Ascended Melee Warrior Shield Tier 2,1,female,yes,1,158324,93494,11685,5,mon_kyrianfemale_dark_attackcritical_05_168172
168171,attack,Dark Ascended Melee Warrior Shield Tier 3,1,female,yes,2,158325|159581,93495,11685,10,mon_kyrianfemale_dark_attack_10_168171
168172,attack_critical,Dark Ascended Melee Warrior Shield Tier 3,1,female,yes,2,158325|159581,93495,11685,5,mon_kyrianfemale_dark_attackcritical_05_168172
168090,attack,Dark Aspirant,1,female,yes,1,159306,94307|94310|94311,11906,10,mon_aspirantfemale_attack_10_168090
168091,attack_critical,Dark Aspirant,1,female,yes,1,159306,94307|94310|94311,11906,5,mon_aspirantfemale_attackcritical_05_168091
168171,attack,Dark Aspirant,1,female,yes,1,155353,92171,11685,10,mon_kyrianfemale_dark_attack_10_168171
168172,attack_critical,Dark Aspirant,1,female,yes,1,155353,92171,11685,5,mon_kyrianfemale_dark_attackcritical_05_168172
2937,attack,Dark Bombardier,1,female,yes,2,217151|220098,115524,7599,10,humanfeamlemainattackb
225,attack,Dark Caller,1,female,yes,1,242979,124891,7576,10,taurenfemalefinalattackb
1361,attack,Dark Caller,1,female,yes,1,242979,130621,7578,10,undeadfemalefinalattacka
2925,attack,Dark Caller,1,female,yes,1,242979,130633,7203,10,dwarffemalemainattackc
2933,attack,Dark Caller,1,female,yes,1,242979,130624,7300,4,nightelffemalemainattackc
2937,attack,Dark Caller,1,female,yes,1,242979,130627,7599,10,humanfeamlemainattackb
3269,attack,Dark Caller,1,female,yes,1,242979,130631,7130,10,gnomefemalemainattacka
3301,attack,Dark Caller,1,female,yes,1,242979,130635,7793,9,trollfemalmainattackb
18496,attack,Dark Caller,1,female,yes,1,242979,130629,832,10,goblinfemale_attack02
115456,attack,Dark Caller,1,female,yes,1,242979,130625,10532,9,mon_kultiran_female_heavy_attack_06
115457,attack_critical,Dark Caller,1,female,yes,1,242979,130625,10532,5,mon_kultiran_female_heavy_attackcrit_02
1361,attack,Dark Cleric Cecille,1,female,yes,3,45339|112576|118614,34412,7578,10,undeadfemalefinalattacka
1361,attack,Dark Cleric Claressa,1,female,yes,1,48614,36291,7578,10,undeadfemalefinalattacka
1361,attack,Dark Cleric Laresa,1,female,yes,1,67551,46301,7578,10,undeadfemalefinalattacka
209,attack,Dark Enforcer,1,female,yes,1,88663,54985|54986,7200,12,vo_pcorcfemale_attack_01
1361,attack,Dark Executor,1,female,yes,2,146757|146954,88886,7578,10,undeadfemalefinalattacka
209,attack,Dark Horde Warrior,1,female,yes,1,237322,128251|128252,7200,12,vo_pcorcfemale_attack_01
168090,attack,Dark Hunter,1,female,yes,1,161771,94309,11906,10,mon_aspirantfemale_attack_10_168090
168091,attack_critical,Dark Hunter,1,female,yes,1,161771,94309,11906,5,mon_aspirantfemale_attackcritical_05_168091
2937,attack,Dark Inquisitor Xanesh,1,female,yes,4,156575|157281|157369|160229,93159,7599,10,humanfeamlemainattackb
2925,attack,Dark Iron Antagonist,1,female,yes,1,23795,21828|21829,7203,10,dwarffemalemainattackc
101479,attack,Dark Iron Borer,1,female,yes,2,131772|131790,82038|82042,10785,11,vo_801_pc_-_darkiron_dwarf_female_attack_01
101479,attack,Dark Iron Bruiser,1,female,yes,1,147360,89655,10785,11,vo_801_pc_-_darkiron_dwarf_female_attack_01
2925,attack,Dark Iron Cultist,1,female,yes,1,143645,82278|82279,7203,10,dwarffemalemainattackc
2925,attack,Dark Iron Demolitionist,1,female,yes,2,109292|139255,70967|70968,7203,10,dwarffemalemainattackc
2925,attack,Dark Iron Doom-Singer,1,female,yes,1,136283,84701,7203,10,dwarffemalemainattackc
2925,attack,Dark Iron Dwarf,1,female,yes,1,81991,56770,7203,10,dwarffemalemainattackc
2925,attack,Dark Iron Earthbreaker,1,female,yes,7,132188|137190|137391|142370|144223|155573|155581,82278|82279,7203,10,dwarffemalemainattackc
101479,attack,Dark Iron Female,1,female,yes,1,97110,84467,10785,11,vo_801_pc_-_darkiron_dwarf_female_attack_01
101479,attack,Dark Iron Flameguard,1,female,yes,1,222294,122491|122492|122493,10785,11,vo_801_pc_-_darkiron_dwarf_female_attack_01
101479,attack,Dark Iron Forge-Guard,1,female,yes,1,155574,92419,10785,11,vo_801_pc_-_darkiron_dwarf_female_attack_01
101479,attack,Dark Iron Grenadier,1,female,yes,7,131789|131814|141531|141712|143412|144455|147163,82051|82087,10785,11,vo_801_pc_-_darkiron_dwarf_female_attack_01
101479,attack,Dark Iron Imperial Guard,1,female,yes,2,230992|232465,122760,10785,11,vo_801_pc_-_darkiron_dwarf_female_attack_01
2925,attack,Dark Iron Invader,1,female,yes,2,41924|42012,25234,7203,10,dwarffemalemainattackc
2925,attack,Dark Iron Invader (Corpse),1,female,yes,1,41899,25234,7203,10,dwarffemalemainattackc
2925,attack,Dark Iron Mountaineer,1,female,yes,1,70133,47880,7203,10,dwarffemalemainattackc
101479,attack,Dark Iron Patron,1,female,yes,1,224712,88424,10785,11,vo_801_pc_-_darkiron_dwarf_female_attack_01
2937,attack,Dark Iron Prisoner,1,female,yes,3,232495|233013|233016,73702,7599,10,humanfeamlemainattackb
101479,attack,Dark Iron Representative,1,female,yes,1,158120,93410|93411,10785,11,vo_801_pc_-_darkiron_dwarf_female_attack_01
2925,attack,Dark Iron Saboteur,1,female,yes,1,131877,82111|82112,7203,10,dwarffemalemainattackc
2925,attack,Dark Iron Shadowcaster,1,female,yes,2,109294|139258,70956|70957,7203,10,dwarffemalemainattackc
2925,attack,Dark Iron Shadowcasters,1,female,yes,1,142386,70956|70957,7203,10,dwarffemalemainattackc
2925,attack,Dark Iron Skulker,1,female,yes,2,109293|139259,70961|70962,7203,10,dwarffemalemainattackc
2925,attack,Dark Iron Spy,1,female,yes,1,6123,25234,7203,10,dwarffemalemainattackc
2925,attack,Dark Iron Troublemaker,1,female,yes,1,37937,21828|21829,7203,10,dwarffemalemainattackc
101479,attack,Dark Iron Vanguard,1,female,yes,4,146370|147599|147606|147621,87993,10785,11,vo_801_pc_-_darkiron_dwarf_female_attack_01
10114,attack,Dark Keeper,1,female,yes,1,123532,77142,10182,7,titanfemale_attack_4326383
168090,attack,Dark Kyrian Aspirant,1,female,yes,1,159670,93890|94311,11906,10,mon_aspirantfemale_attack_10_168090
168091,attack_critical,Dark Kyrian Aspirant,1,female,yes,1,159670,93890|94311,11906,5,mon_aspirantfemale_attackcritical_05_168091
168171,attack,Dark Kyrian Vanguard,1,female,yes,1,160486,93492,11685,10,mon_kyrianfemale_dark_attack_10_168171
168172,attack_critical,Dark Kyrian Vanguard,1,female,yes,1,160486,93492,11685,5,mon_kyrianfemale_dark_attackcritical_05_168172
8988,attack,Dark Mistress Repentia,1,female,yes,1,99552,66228,7692,10,draeneifemalepcattackc
8988,attack,Dark Oathbinder,1,female,yes,1,119210,67695|67706,7692,10,draeneifemalepcattackc
155180,attack,Dark Praetor,1,female,yes,1,158850,92193,11689,10,mon_greeter_mnemis_attack_01_155180
155181,attack_critical,Dark Praetor,1,female,yes,1,158850,92193,11689,5,mon_greeter_mnemis_attackcritical_01_155181
2937,attack,Dark Prophet,1,female,yes,1,206474,93159,7599,10,humanfeamlemainattackb
2933,attack,Dark Ranger,1,female,yes,12,149140|157535|186045|186047|186070|199765|203982|204003|207702|208039|209520|209593,90212,7300,4,nightelffemalemainattackc
8992,attack,Dark Ranger,1,female,yes,47,23776|44632|45587|45628|48269|93611|93876|94421|97495|100413|101106|112920|125097|130379|133385|136698|138291|140742|140748|141652|143540|143963|144309|146791|146937|147276|148775|149116|149135|149963|150685|152090|152409|152498|155138|186045|186047|186070|199765|203982|204003|207702|208039|209008|209520|209593|209778,21746|30071|30072|30073|63615|64551|64552|64553|68354|68355|68357|68358|73043|73044|73045|73046|78328|78329|78330|85856|85857|85858|90077|90536|90537|90538|114599|114600|114601|114602,8103,5,bloodelffemalepcattacka
8992,attack,Dark Ranger Alina,1,female,yes,9,41949|100677|103410|104289|109169|112599|113082|146013|147889,32644|68558|85856|85857|85858,8103,5,bloodelffemalepcattacka
8992,attack,Dark Ranger Allanah,1,female,yes,1,134853,57772,8103,5,bloodelffemalepcattacka
8992,attack,Dark Ranger Anya,1,female,yes,5,36225|112602|113083|146635|186066,30072|90538,8103,5,bloodelffemalepcattacka
8992,attack,Dark Ranger Clea,1,female,yes,5,36224|138039|141248|146636|186067,30071|90537,8103,5,bloodelffemalepcattacka
8992,attack,Dark Ranger Cyndia,1,female,yes,3,36226|146637|186068,30073|90536,8103,5,bloodelffemalepcattacka
8992,attack,Dark Ranger Denyelle,1,female,yes,2,133383|138951,68558,8103,5,bloodelffemalepcattacka
8992,attack,Dark Ranger Elite,1,female,yes,1,38464,21746,8103,5,bloodelffemalepcattacka
8992,attack,Dark Ranger Jess,1,female,yes,1,92631,30072,8103,5,bloodelffemalepcattacka
8992,attack,Dark Ranger Kalira,1,female,yes,4,37583|112601|113084|146638,30686|90538,8103,5,bloodelffemalepcattacka
8992,attack,Dark Ranger Kalira (1),1,female,yes,1,37608,30686,8103,5,bloodelffemalepcattacka
8992,attack,Dark Ranger Lenara,1,female,yes,4,152333|156425|185526|186095,70830,8103,5,bloodelffemalepcattacka
8992,attack,Dark Ranger Loralen,1,female,yes,1,37779,30687,8103,5,bloodelffemalepcattacka
8992,attack,Dark Ranger Loralen (1),1,female,yes,1,37797,30687,8103,5,bloodelffemalepcattacka
8992,attack,Dark Ranger Lyana,1,female,yes,8,23778|100678|109170|112600|113085|146010|146806|147210,21746|90438,8103,5,bloodelffemalepcattacka
8992,attack,Dark Ranger Marrah,1,female,yes,2,24137|146639,21746|90537,8103,5,bloodelffemalepcattacka
8992,attack,Dark Ranger Thyala,1,female,yes,2,36312|150498,21746,8103,5,bloodelffemalepcattacka
8992,attack,Dark Ranger Velonara,1,female,yes,37,44637|44660|44690|44706|83529|83586|83608|83772|83899|83903|88165|88173|88179|88188|88291|100452|105099|108689|112598|113086|148479|149411|149471|149875|150930|162919|185514|185792|185851|186094|199768|199879|199886|199927|203983|208247|228561,30687|57772|90077|105389,8103,5,bloodelffemalepcattacka
8992,attack,Dark Ranger Vorel,1,female,yes,4,37780|146640|185527|186096,30686|90536,8103,5,bloodelffemalepcattacka
8992,attack,Dark Ranger Zanra,1,female,yes,1,152538,90077,8103,5,bloodelffemalepcattacka
209,attack,Dark Ritualist,1,female,yes,1,161286,93723,7200,12,vo_pcorcfemale_attack_01
2937,attack,Dark Ritualist,1,female,yes,3,34734|168079|172917,27834,7599,10,humanfeamlemainattackb
8988,attack,Dark Ritualist,1,female,yes,7,116894|117339|118127|118948|119963|120101|120580,74369,7692,10,draeneifemalepcattackc
8992,attack,Dark Scout,1,female,yes,1,37953,21746,8103,5,bloodelffemalepcattacka
16319,attack,Dark Sentinel,1,female,yes,1,176404,100410|101864,12113,6,sylvanas_attackmedium03
101101,attack_critical,Dark Sentinel,1,female,yes,1,176404,100410|101864,12113,3,sylvanas_attackheavy03
